1 0 0
0.951057 0.309017 0

0.951057 0.309017 0
0.809017 0.587785 0

0.809017 0.587785 0
0.587785 0.809017 0

0.587785 0.809017 0
0.309017 0.951057 0

0.309017 0.951057 0
6.12323e-17 1 0

6.12323e-17 1 0
-0.309017 0.951057 0

-0.309017 0.951057 0
-0.587785 0.809017 0

-0.587785 0.809017 0
-0.809017 0.587785 0

-0.809017 0.587785 0
-0.951057 0.309017 0

-0.951057 0.309017 0
-1 1.22465e-16 0

-1 1.22465e-16 0
-0.951057 -0.309017 0

-0.951057 -0.309017 0
-0.809017 -0.587785 0

-0.809017 -0.587785 0
-0.587785 -0.809017 0

-0.587785 -0.809017 0
-0.309017 -0.951057 0

-0.309017 -0.951057 0
-1.83697e-16 -1 0

-1.83697e-16 -1 0
0.309017 -0.951057 0

0.309017 -0.951057 0
0.587785 -0.809017 0

0.587785 -0.809017 0
0.809017 -0.587785 0

0.809017 -0.587785 0
0.951057 -0.309017 0

0.951057 -0.309017 0
1 0 0

1 0 5
0.951057 0.309017 5

0.951057 0.309017 5
0.809017 0.587785 5

0.809017 0.587785 5
0.587785 0.809017 5

0.587785 0.809017 5
0.309017 0.951057 5

0.309017 0.951057 5
6.12323e-17 1 5

6.12323e-17 1 5
-0.309017 0.951057 5

-0.309017 0.951057 5
-0.587785 0.809017 5

-0.587785 0.809017 5
-0.809017 0.587785 5

-0.809017 0.587785 5
-0.951057 0.309017 5

-0.951057 0.309017 5
-1 1.22465e-16 5

-1 1.22465e-16 5
-0.951057 -0.309017 5

-0.951057 -0.309017 5
-0.809017 -0.587785 5

-0.809017 -0.587785 5
-0.587785 -0.809017 5

-0.587785 -0.809017 5
-0.309017 -0.951057 5

-0.309017 -0.951057 5
-1.83697e-16 -1 5

-1.83697e-16 -1 5
0.309017 -0.951057 5

0.309017 -0.951057 5
0.587785 -0.809017 5

0.587785 -0.809017 5
0.809017 -0.587785 5

0.809017 -0.587785 5
0.951057 -0.309017 5

0.951057 -0.309017 5
1 0 5

1 0 0
1 0 5

0.951057 0.309017 0
0.951057 0.309017 5

0.809017 0.587785 0
0.809017 0.587785 5

0.587785 0.809017 0
0.587785 0.809017 5

0.309017 0.951057 0
0.309017 0.951057 5

6.12323e-17 1 0
6.12323e-17 1 5

-0.309017 0.951057 0
-0.309017 0.951057 5

-0.587785 0.809017 0
-0.587785 0.809017 5

-0.809017 0.587785 0
-0.809017 0.587785 5

-0.951057 0.309017 0
-0.951057 0.309017 5

-1 1.22465e-16 0
-1 1.22465e-16 5

-0.951057 -0.309017 0
-0.951057 -0.309017 5

-0.809017 -0.587785 0
-0.809017 -0.587785 5

-0.587785 -0.809017 0
-0.587785 -0.809017 5

-0.309017 -0.951057 0
-0.309017 -0.951057 5

-1.83697e-16 -1 0
-1.83697e-16 -1 5

0.309017 -0.951057 0
0.309017 -0.951057 5

0.587785 -0.809017 0
0.587785 -0.809017 5

0.809017 -0.587785 0
0.809017 -0.587785 5

0.951057 -0.309017 0
0.951057 -0.309017 5

10 0 0
9.98027 0.627905 0

9.98027 0.627905 0
9.92115 1.25333 0

9.92115 1.25333 0
9.82287 1.87381 0

9.82287 1.87381 0
9.68583 2.4869 0

9.68583 2.4869 0
9.51057 3.09017 0

9.51057 3.09017 0
9.29776 3.68125 0

9.29776 3.68125 0
9.04827 4.25779 0

9.04827 4.25779 0
8.76307 4.81754 0

8.76307 4.81754 0
8.44328 5.35827 0

8.44328 5.35827 0
8.09017 5.87785 0

8.09017 5.87785 0
7.70513 6.37424 0

7.70513 6.37424 0
7.28969 6.84547 0

7.28969 6.84547 0
6.84547 7.28969 0

6.84547 7.28969 0
6.37424 7.70513 0

6.37424 7.70513 0
5.87785 8.09017 0

5.87785 8.09017 0
5.35827 8.44328 0

5.35827 8.44328 0
4.81754 8.76307 0

4.81754 8.76307 0
4.25779 9.04827 0

4.25779 9.04827 0
3.68125 9.29776 0

3.68125 9.29776 0
3.09017 9.51057 0

3.09017 9.51057 0
2.4869 9.68583 0

2.4869 9.68583 0
1.87381 9.82287 0

1.87381 9.82287 0
1.25333 9.92115 0

1.25333 9.92115 0
0.627905 9.98027 0

0.627905 9.98027 0
-1.60812e-15 10 0

-1.60812e-15 10 0
-0.627905 9.98027 0

-0.627905 9.98027 0
-1.25333 9.92115 0

-1.25333 9.92115 0
-1.87381 9.82287 0

-1.87381 9.82287 0
-2.4869 9.68583 0

-2.4869 9.68583 0
-3.09017 9.51057 0

-3.09017 9.51057 0
-3.68125 9.29776 0

-3.68125 9.29776 0
-4.25779 9.04827 0

-4.25779 9.04827 0
-4.81754 8.76307 0

-4.81754 8.76307 0
-5.35827 8.44328 0

-5.35827 8.44328 0
-5.87785 8.09017 0

-5.87785 8.09017 0
-6.37424 7.70513 0

-6.37424 7.70513 0
-6.84547 7.28969 0

-6.84547 7.28969 0
-7.28969 6.84547 0

-7.28969 6.84547 0
-7.70513 6.37424 0

-7.70513 6.37424 0
-8.09017 5.87785 0

-8.09017 5.87785 0
-8.44328 5.35827 0

-8.44328 5.35827 0
-8.76307 4.81754 0

-8.76307 4.81754 0
-9.04827 4.25779 0

-9.04827 4.25779 0
-9.29776 3.68125 0

-9.29776 3.68125 0
-9.51057 3.09017 0

-9.51057 3.09017 0
